filename,width,height,class,xmin,ymin,xmax,ymax
Karies-23-sharpen.jpg,685,454,karies,338,233,368,261
Karies-23-sharpen.jpg,685,454,karies,375,222,401,250
Karies-23-sharpen.jpg,685,454,karies,465,216,496,273
Karies-23-sharpen.jpg,685,454,karies,494,211,521,256
Karies-23-sharpen.jpg,685,454,karies,533,145,560,169
Karies-23-sharpen.jpg,685,454,karies,209,235,248,267
Karies-23-sharpen.jpg,685,454,karies,249,231,272,260
Karies-23-sharpen.jpg,685,454,karies,303,231,333,261
Karies-23-sharpen.jpg,685,454,karies,427,220,460,254
Karies-23-sharpen.jpg,685,454,karies,540,197,578,225
Karies-23-sharpen.jpg,685,454,karies,338,190,401,218
Karies-23-sharpen.jpg,685,454,karies,271,188,335,213
Karies-23.jpg,685,454,karies,144,140,167,163
Karies-23.jpg,685,454,karies,397,173,412,192
Karies-23.jpg,685,454,karies,441,173,455,194
Karies-23.jpg,685,454,karies,507,133,521,152
Karies-23.jpg,685,454,karies,490,171,500,188
Karies-23.jpg,685,454,karies,175,238,196,261
Karies-23.jpg,685,454,karies,197,214,209,231
Karies-23.jpg,685,454,karies,338,233,368,261
Karies-23.jpg,685,454,karies,375,222,401,250
Karies-23.jpg,685,454,karies,465,216,496,273
Karies-23.jpg,685,454,karies,494,211,521,256
Karies-23.jpg,685,454,karies,533,145,560,169
Karies-23.jpg,685,454,karies,209,235,248,267
Karies-23.jpg,685,454,karies,249,231,272,260
Karies-23.jpg,685,454,karies,303,231,333,261
Karies-23.jpg,685,454,karies,427,220,460,254
Karies-23.jpg,685,454,karies,540,197,578,225
Karies-23.jpg,685,454,karies,338,190,401,218
Karies-23.jpg,685,454,karies,271,188,335,213
Karies-24-BGR.jpg,791,513,karies,51,148,75,174
Karies-24-BGR.jpg,791,513,karies,112,335,171,388
Karies-24-BGR.jpg,791,513,karies,185,313,263,390
Karies-24-BGR.jpg,791,513,karies,272,315,350,394
Karies-24-BGR.jpg,791,513,karies,386,314,423,385
Karies-24-BGR.jpg,791,513,karies,509,299,554,379
Karies-24-BGR.jpg,791,513,karies,659,337,717,409
Karies-24-BGR.jpg,791,513,karies,681,98,720,165
Karies-24-BGR.jpg,791,513,karies,716,129,740,165
Karies-24-BGR.jpg,791,513,karies,723,344,763,396
Karies-24-gaussian-blur.jpg,791,513,karies,51,148,75,174
Karies-24-gaussian-blur.jpg,791,513,karies,112,335,171,388
Karies-24-gaussian-blur.jpg,791,513,karies,185,313,263,390
Karies-24-gaussian-blur.jpg,791,513,karies,272,315,350,394
Karies-24-gaussian-blur.jpg,791,513,karies,386,314,423,385
Karies-24-gaussian-blur.jpg,791,513,karies,509,299,554,379
Karies-24-gaussian-blur.jpg,791,513,karies,659,337,717,409
Karies-24-gaussian-blur.jpg,791,513,karies,681,98,720,165
Karies-24-gaussian-blur.jpg,791,513,karies,716,129,740,165
Karies-24-gaussian-blur.jpg,791,513,karies,723,344,763,396
Karies-24-grayscale.jpg,791,513,karies,51,148,75,174
Karies-24-grayscale.jpg,791,513,karies,112,335,171,388
Karies-24-grayscale.jpg,791,513,karies,185,313,263,390
Karies-24-grayscale.jpg,791,513,karies,272,315,350,394
Karies-24-grayscale.jpg,791,513,karies,386,314,423,385
Karies-24-grayscale.jpg,791,513,karies,509,299,554,379
Karies-24-grayscale.jpg,791,513,karies,659,337,717,409
Karies-24-grayscale.jpg,791,513,karies,681,98,720,165
Karies-24-grayscale.jpg,791,513,karies,716,129,740,165
Karies-24-grayscale.jpg,791,513,karies,723,344,763,396
Karies-24-noise.jpg,791,513,karies,51,148,75,174
Karies-24-noise.jpg,791,513,karies,112,335,171,388
Karies-24-noise.jpg,791,513,karies,185,313,263,390
Karies-24-noise.jpg,791,513,karies,272,315,350,394
Karies-24-noise.jpg,791,513,karies,386,314,423,385
Karies-24-noise.jpg,791,513,karies,509,299,554,379
Karies-24-noise.jpg,791,513,karies,659,337,717,409
Karies-24-noise.jpg,791,513,karies,681,98,720,165
Karies-24-noise.jpg,791,513,karies,716,129,740,165
Karies-24-noise.jpg,791,513,karies,723,344,763,396
Karies-24-sharpen.jpg,791,513,karies,51,148,75,174
Karies-24-sharpen.jpg,791,513,karies,112,335,171,388
Karies-24-sharpen.jpg,791,513,karies,185,313,263,390
Karies-24-sharpen.jpg,791,513,karies,272,315,350,394
Karies-24-sharpen.jpg,791,513,karies,386,314,423,385
Karies-24-sharpen.jpg,791,513,karies,509,299,554,379
Karies-24-sharpen.jpg,791,513,karies,659,337,717,409
Karies-24-sharpen.jpg,791,513,karies,681,98,720,165
Karies-24-sharpen.jpg,791,513,karies,716,129,740,165
Karies-24-sharpen.jpg,791,513,karies,723,344,763,396
Karies-24.jpg,791,513,karies,51,148,75,174
Karies-24.jpg,791,513,karies,112,335,171,388
Karies-24.jpg,791,513,karies,185,313,263,390
Karies-24.jpg,791,513,karies,272,315,350,394
Karies-24.jpg,791,513,karies,386,314,423,385
Karies-24.jpg,791,513,karies,509,299,554,379
Karies-24.jpg,791,513,karies,659,337,717,409
Karies-24.jpg,791,513,karies,681,98,720,165
Karies-24.jpg,791,513,karies,716,129,740,165
Karies-24.jpg,791,513,karies,723,344,763,396
Karies-25-BGR.jpg,392,212,karies,15,22,58,65
Karies-25-BGR.jpg,392,212,karies,67,30,107,55
Karies-25-BGR.jpg,392,212,karies,134,18,172,38
Karies-25-BGR.jpg,392,212,karies,294,31,339,64
Karies-25-BGR.jpg,392,212,karies,343,26,382,53
Karies-25-gaussian-blur.jpg,392,212,karies,15,22,58,65
Karies-25-gaussian-blur.jpg,392,212,karies,67,30,107,55
Karies-25-gaussian-blur.jpg,392,212,karies,134,18,172,38
Karies-25-gaussian-blur.jpg,392,212,karies,294,31,339,64
Karies-25-gaussian-blur.jpg,392,212,karies,343,26,382,53
Karies-25-grayscale.jpg,392,212,karies,15,22,58,65
Karies-25-grayscale.jpg,392,212,karies,67,30,107,55
Karies-25-grayscale.jpg,392,212,karies,134,18,172,38
Karies-25-grayscale.jpg,392,212,karies,294,31,339,64
Karies-25-grayscale.jpg,392,212,karies,343,26,382,53
Karies-25-noise.jpg,392,212,karies,15,22,58,65
Karies-25-noise.jpg,392,212,karies,67,30,107,55
Karies-25-noise.jpg,392,212,karies,134,18,172,38
Karies-25-noise.jpg,392,212,karies,294,31,339,64
Karies-25-noise.jpg,392,212,karies,343,26,382,53
Karies-25-sharpen.jpg,392,212,karies,15,22,58,65
Karies-25-sharpen.jpg,392,212,karies,67,30,107,55
Karies-25-sharpen.jpg,392,212,karies,134,18,172,38
Karies-25-sharpen.jpg,392,212,karies,294,31,339,64
Karies-25-sharpen.jpg,392,212,karies,343,26,382,53
Karies-25.jpg,392,212,karies,15,22,58,65
Karies-25.jpg,392,212,karies,67,30,107,55
Karies-25.jpg,392,212,karies,134,18,172,38
Karies-25.jpg,392,212,karies,294,31,339,64
Karies-25.jpg,392,212,karies,343,26,382,53
Karies-26-BGR.jpg,789,512,karies,56,150,98,185
Karies-26-BGR.jpg,789,512,karies,118,366,172,423
Karies-26-BGR.jpg,789,512,karies,177,371,240,432
Karies-26-BGR.jpg,789,512,karies,254,371,323,431
Karies-26-BGR.jpg,789,512,karies,349,365,392,443
Karies-26-BGR.jpg,789,512,karies,473,352,513,408
Karies-26-BGR.jpg,789,512,karies,627,364,678,450
Karies-26-BGR.jpg,789,512,karies,638,91,693,170
Karies-26-BGR.jpg,789,512,karies,360,224,403,271
Karies-26-BGR.jpg,789,512,karies,680,355,720,411
Karies-26-gaussian-blur.jpg,789,512,karies,56,150,98,185
Karies-26-gaussian-blur.jpg,789,512,karies,118,366,172,423
Karies-26-gaussian-blur.jpg,789,512,karies,177,371,240,432
Karies-26-gaussian-blur.jpg,789,512,karies,254,371,323,431
Karies-26-gaussian-blur.jpg,789,512,karies,349,365,392,443
Karies-26-gaussian-blur.jpg,789,512,karies,473,352,513,408
Karies-26-gaussian-blur.jpg,789,512,karies,627,364,678,450
Karies-26-gaussian-blur.jpg,789,512,karies,638,91,693,170
Karies-26-gaussian-blur.jpg,789,512,karies,360,224,403,271
Karies-26-gaussian-blur.jpg,789,512,karies,680,355,720,411
Karies-26-grayscale.jpg,789,512,karies,56,150,98,185
Karies-26-grayscale.jpg,789,512,karies,118,366,172,423
Karies-26-grayscale.jpg,789,512,karies,177,371,240,432
Karies-26-grayscale.jpg,789,512,karies,254,371,323,431
Karies-26-grayscale.jpg,789,512,karies,349,365,392,443
Karies-26-grayscale.jpg,789,512,karies,473,352,513,408
Karies-26-grayscale.jpg,789,512,karies,627,364,678,450
Karies-26-grayscale.jpg,789,512,karies,638,91,693,170
Karies-26-grayscale.jpg,789,512,karies,360,224,403,271
Karies-26-grayscale.jpg,789,512,karies,680,355,720,411
Karies-26-noise.jpg,789,512,karies,56,150,98,185
Karies-26-noise.jpg,789,512,karies,118,366,172,423
Karies-26-noise.jpg,789,512,karies,177,371,240,432
Karies-26-noise.jpg,789,512,karies,254,371,323,431
Karies-26-noise.jpg,789,512,karies,349,365,392,443
Karies-26-noise.jpg,789,512,karies,473,352,513,408
Karies-26-noise.jpg,789,512,karies,627,364,678,450
Karies-26-noise.jpg,789,512,karies,638,91,693,170
Karies-26-noise.jpg,789,512,karies,360,224,403,271
Karies-26-noise.jpg,789,512,karies,680,355,720,411
Karies-26-sharpen.jpg,789,512,karies,56,150,98,185
Karies-26-sharpen.jpg,789,512,karies,118,366,172,423
Karies-26-sharpen.jpg,789,512,karies,177,371,240,432
Karies-26-sharpen.jpg,789,512,karies,254,371,323,431
Karies-26-sharpen.jpg,789,512,karies,349,365,392,443
Karies-26-sharpen.jpg,789,512,karies,473,352,513,408
Karies-26-sharpen.jpg,789,512,karies,627,364,678,450
Karies-26-sharpen.jpg,789,512,karies,638,91,693,170
Karies-26-sharpen.jpg,789,512,karies,360,224,403,271
Karies-26-sharpen.jpg,789,512,karies,680,355,720,411
Karies-26.jpg,789,512,karies,56,150,98,185
Karies-26.jpg,789,512,karies,118,366,172,423
Karies-26.jpg,789,512,karies,177,371,240,432
Karies-26.jpg,789,512,karies,254,371,323,431
Karies-26.jpg,789,512,karies,349,365,392,443
Karies-26.jpg,789,512,karies,473,352,513,408
Karies-26.jpg,789,512,karies,627,364,678,450
Karies-26.jpg,789,512,karies,638,91,693,170
Karies-26.jpg,789,512,karies,360,224,403,271
Karies-26.jpg,789,512,karies,680,355,720,411
Karies-27-BGR.jpg,1200,628,karies,290,198,333,284
Karies-27-BGR.jpg,1200,628,karies,371,201,446,312
Karies-27-BGR.jpg,1200,628,karies,475,157,577,223
Karies-27-BGR.jpg,1200,628,karies,598,159,734,231
Karies-27-BGR.jpg,1200,628,karies,733,237,801,312
Karies-27-BGR.jpg,1200,628,karies,846,242,895,324
Karies-27-gaussian-blur.jpg,1200,628,karies,290,198,333,284
Karies-27-gaussian-blur.jpg,1200,628,karies,371,201,446,312
Karies-27-gaussian-blur.jpg,1200,628,karies,475,157,577,223
Karies-27-gaussian-blur.jpg,1200,628,karies,598,159,734,231
Karies-27-gaussian-blur.jpg,1200,628,karies,733,237,801,312
Karies-27-gaussian-blur.jpg,1200,628,karies,846,242,895,324
Karies-27-grayscale.jpg,1200,628,karies,290,198,333,284
Karies-27-grayscale.jpg,1200,628,karies,371,201,446,312
Karies-27-grayscale.jpg,1200,628,karies,475,157,577,223
Karies-27-grayscale.jpg,1200,628,karies,598,159,734,231
Karies-27-grayscale.jpg,1200,628,karies,733,237,801,312
Karies-27-grayscale.jpg,1200,628,karies,846,242,895,324
Karies-27-noise.jpg,1200,628,karies,290,198,333,284
Karies-27-noise.jpg,1200,628,karies,371,201,446,312
Karies-27-noise.jpg,1200,628,karies,475,157,577,223
Karies-27-noise.jpg,1200,628,karies,598,159,734,231
Karies-27-noise.jpg,1200,628,karies,733,237,801,312
Karies-27-noise.jpg,1200,628,karies,846,242,895,324
Karies-27-sharpen.jpg,1200,628,karies,290,198,333,284
Karies-27-sharpen.jpg,1200,628,karies,371,201,446,312
Karies-27-sharpen.jpg,1200,628,karies,475,157,577,223
Karies-27-sharpen.jpg,1200,628,karies,598,159,734,231
Karies-27-sharpen.jpg,1200,628,karies,733,237,801,312
Karies-27-sharpen.jpg,1200,628,karies,846,242,895,324
Karies-27.jpg,1200,628,karies,290,198,333,284
Karies-27.jpg,1200,628,karies,371,201,446,312
Karies-27.jpg,1200,628,karies,475,157,577,223
Karies-27.jpg,1200,628,karies,598,159,734,231
Karies-27.jpg,1200,628,karies,733,237,801,312
Karies-27.jpg,1200,628,karies,846,242,895,324
Karies-28-BGR.jpg,1142,505,karies,420,265,487,330
Karies-28-BGR.jpg,1142,505,karies,283,102,378,165
Karies-28-BGR.jpg,1142,505,karies,566,79,703,195
Karies-28-BGR.jpg,1142,505,karies,741,111,838,192
Karies-28-BGR.jpg,1142,505,karies,655,272,701,322
Karies-28-BGR.jpg,1142,505,karies,394,67,520,180
Karies-28-BGR.jpg,1142,505,karies,863,112,971,270
Karies-28-BGR.jpg,1142,505,karies,733,281,797,351
Karies-28-BGR.jpg,1142,505,karies,571,240,653,388
Karies-28-BGR.jpg,1142,505,karies,493,232,567,367
Karies-28-gaussian-blur.jpg,1142,505,karies,420,265,487,330
Karies-28-gaussian-blur.jpg,1142,505,karies,283,102,378,165
Karies-28-gaussian-blur.jpg,1142,505,karies,566,79,703,195
Karies-28-gaussian-blur.jpg,1142,505,karies,741,111,838,192
Karies-28-gaussian-blur.jpg,1142,505,karies,655,272,701,322
Karies-28-gaussian-blur.jpg,1142,505,karies,394,67,520,180
Karies-28-gaussian-blur.jpg,1142,505,karies,863,112,971,270
Karies-28-gaussian-blur.jpg,1142,505,karies,733,281,797,351
Karies-28-gaussian-blur.jpg,1142,505,karies,571,240,653,388
Karies-28-gaussian-blur.jpg,1142,505,karies,493,232,567,367
Karies-28-grayscale.jpg,1142,505,karies,420,265,487,330
Karies-28-grayscale.jpg,1142,505,karies,283,102,378,165
Karies-28-grayscale.jpg,1142,505,karies,566,79,703,195
Karies-28-grayscale.jpg,1142,505,karies,741,111,838,192
Karies-28-grayscale.jpg,1142,505,karies,655,272,701,322
Karies-28-grayscale.jpg,1142,505,karies,394,67,520,180
Karies-28-grayscale.jpg,1142,505,karies,863,112,971,270
Karies-28-grayscale.jpg,1142,505,karies,733,281,797,351
Karies-28-grayscale.jpg,1142,505,karies,571,240,653,388
Karies-28-grayscale.jpg,1142,505,karies,493,232,567,367
Karies-28-noise.jpg,1142,505,karies,420,265,487,330
Karies-28-noise.jpg,1142,505,karies,283,102,378,165
Karies-28-noise.jpg,1142,505,karies,566,79,703,195
Karies-28-noise.jpg,1142,505,karies,741,111,838,192
Karies-28-noise.jpg,1142,505,karies,655,272,701,322
Karies-28-noise.jpg,1142,505,karies,394,67,520,180
Karies-28-noise.jpg,1142,505,karies,863,112,971,270
Karies-28-noise.jpg,1142,505,karies,733,281,797,351
Karies-28-noise.jpg,1142,505,karies,571,240,653,388
Karies-28-noise.jpg,1142,505,karies,493,232,567,367
Karies-28-sharpen.jpg,1142,505,karies,420,265,487,330
Karies-28-sharpen.jpg,1142,505,karies,283,102,378,165
Karies-28-sharpen.jpg,1142,505,karies,566,79,703,195
Karies-28-sharpen.jpg,1142,505,karies,741,111,838,192
Karies-28-sharpen.jpg,1142,505,karies,655,272,701,322
Karies-28-sharpen.jpg,1142,505,karies,394,67,520,180
Karies-28-sharpen.jpg,1142,505,karies,863,112,971,270
Karies-28-sharpen.jpg,1142,505,karies,733,281,797,351
Karies-28-sharpen.jpg,1142,505,karies,571,240,653,388
Karies-28-sharpen.jpg,1142,505,karies,493,232,567,367
Karies-28.jpg,1142,505,karies,420,265,487,330
Karies-28.jpg,1142,505,karies,283,102,378,165
Karies-28.jpg,1142,505,karies,566,79,703,195
Karies-28.jpg,1142,505,karies,741,111,838,192
Karies-28.jpg,1142,505,karies,655,272,701,322
Karies-28.jpg,1142,505,karies,394,67,520,180
Karies-28.jpg,1142,505,karies,863,112,971,270
Karies-28.jpg,1142,505,karies,733,281,797,351
Karies-28.jpg,1142,505,karies,571,240,653,388
Karies-28.jpg,1142,505,karies,493,232,567,367
Karies-29-BGR.jpg,916,604,karies,230,206,277,251
Karies-29-BGR.jpg,916,604,karies,475,333,535,383
Karies-29-BGR.jpg,916,604,karies,665,403,715,456
Karies-29-BGR.jpg,916,604,karies,635,264,671,301
Karies-29-BGR.jpg,916,604,karies,311,339,339,380
Karies-29-BGR.jpg,916,604,karies,235,329,282,381
Karies-29-gaussian-blur.jpg,916,604,karies,230,206,277,251
Karies-29-gaussian-blur.jpg,916,604,karies,475,333,535,383
Karies-29-gaussian-blur.jpg,916,604,karies,665,403,715,456
Karies-29-gaussian-blur.jpg,916,604,karies,635,264,671,301
Karies-29-gaussian-blur.jpg,916,604,karies,311,339,339,380
Karies-29-gaussian-blur.jpg,916,604,karies,235,329,282,381
Karies-29-grayscale.jpg,916,604,karies,230,206,277,251
Karies-29-grayscale.jpg,916,604,karies,475,333,535,383
Karies-29-grayscale.jpg,916,604,karies,665,403,715,456
Karies-29-grayscale.jpg,916,604,karies,635,264,671,301
Karies-29-grayscale.jpg,916,604,karies,311,339,339,380
Karies-29-grayscale.jpg,916,604,karies,235,329,282,381
Karies-29-noise.jpg,916,604,karies,230,206,277,251
Karies-29-noise.jpg,916,604,karies,475,333,535,383
Karies-29-noise.jpg,916,604,karies,665,403,715,456
Karies-29-noise.jpg,916,604,karies,635,264,671,301
Karies-29-noise.jpg,916,604,karies,311,339,339,380
Karies-29-noise.jpg,916,604,karies,235,329,282,381
Karies-29-sharpen.jpg,916,604,karies,230,206,277,251
Karies-29-sharpen.jpg,916,604,karies,475,333,535,383
Karies-29-sharpen.jpg,916,604,karies,665,403,715,456
Karies-29-sharpen.jpg,916,604,karies,635,264,671,301
Karies-29-sharpen.jpg,916,604,karies,311,339,339,380
Karies-29-sharpen.jpg,916,604,karies,235,329,282,381
Karies-29.jpg,916,604,karies,230,206,277,251
Karies-29.jpg,916,604,karies,475,333,535,383
Karies-29.jpg,916,604,karies,665,403,715,456
Karies-29.jpg,916,604,karies,635,264,671,301
Karies-29.jpg,916,604,karies,311,339,339,380
Karies-29.jpg,916,604,karies,235,329,282,381
Karies-3-BGR.jpg,503,321,karies,55,119,129,164
Karies-3-BGR.jpg,503,321,karies,140,106,235,170
Karies-3-BGR.jpg,503,321,karies,273,106,336,169
Karies-3-BGR.jpg,503,321,karies,339,118,404,171
Karies-3-BGR.jpg,503,321,karies,410,126,472,180
Karies-3-gaussian-blur.jpg,503,321,karies,55,119,129,164
Karies-3-gaussian-blur.jpg,503,321,karies,140,106,235,170
Karies-3-gaussian-blur.jpg,503,321,karies,273,106,336,169
Karies-3-gaussian-blur.jpg,503,321,karies,339,118,404,171
Karies-3-gaussian-blur.jpg,503,321,karies,410,126,472,180
Karies-3-grayscale.jpg,503,321,karies,55,119,129,164
Karies-3-grayscale.jpg,503,321,karies,140,106,235,170
Karies-3-grayscale.jpg,503,321,karies,273,106,336,169
Karies-3-grayscale.jpg,503,321,karies,339,118,404,171
Karies-3-grayscale.jpg,503,321,karies,410,126,472,180
Karies-3-noise.jpg,503,321,karies,55,119,129,164
Karies-3-noise.jpg,503,321,karies,140,106,235,170
Karies-3-noise.jpg,503,321,karies,273,106,336,169
Karies-3-noise.jpg,503,321,karies,339,118,404,171
Karies-3-noise.jpg,503,321,karies,410,126,472,180
Karies-3-sharpen.jpg,503,321,karies,55,119,129,164
Karies-3-sharpen.jpg,503,321,karies,140,106,235,170
Karies-3-sharpen.jpg,503,321,karies,273,106,336,169
Karies-3-sharpen.jpg,503,321,karies,339,118,404,171
Karies-3-sharpen.jpg,503,321,karies,410,126,472,180
Karies-3.jpg,503,321,karies,55,119,129,164
Karies-3.jpg,503,321,karies,140,106,235,170
Karies-3.jpg,503,321,karies,273,106,336,169
Karies-3.jpg,503,321,karies,339,118,404,171
Karies-3.jpg,503,321,karies,410,126,472,180
Karies-30-BGR.jpg,998,648,karies,226,69,275,142
Karies-30-BGR.jpg,998,648,karies,506,74,576,114
Karies-30-BGR.jpg,998,648,karies,603,74,652,138
Karies-30-BGR.jpg,998,648,karies,810,38,895,139
Karies-30-BGR.jpg,998,648,karies,678,509,725,546
Karies-30-BGR.jpg,998,648,karies,839,554,874,587
Karies-30-BGR.jpg,998,648,karies,520,396,632,563
Karies-30-BGR.jpg,998,648,karies,424,403,511,573
Karies-30-BGR.jpg,998,648,karies,181,548,265,596
Karies-30-BGR.jpg,998,648,karies,80,554,127,595
Karies-30-BGR.jpg,998,648,karies,45,257,80,289
Karies-30-BGR.jpg,998,648,karies,77,76,164,164
Karies-30-BGR.jpg,998,648,karies,895,74,969,153
Karies-30-BGR.jpg,998,648,karies,1,524,61,587
Karies-30-BGR.jpg,998,648,karies,274,384,337,503
Karies-30-BGR.jpg,998,648,karies,729,399,821,498
Karies-30-gaussian-blur.jpg,998,648,karies,226,69,275,142
Karies-30-gaussian-blur.jpg,998,648,karies,506,74,576,114
Karies-30-gaussian-blur.jpg,998,648,karies,603,74,652,138
Karies-30-gaussian-blur.jpg,998,648,karies,810,38,895,139
Karies-30-gaussian-blur.jpg,998,648,karies,678,509,725,546
Karies-30-gaussian-blur.jpg,998,648,karies,839,554,874,587
Karies-30-gaussian-blur.jpg,998,648,karies,520,396,632,563
Karies-30-gaussian-blur.jpg,998,648,karies,424,403,511,573
Karies-30-gaussian-blur.jpg,998,648,karies,181,548,265,596
Karies-30-gaussian-blur.jpg,998,648,karies,80,554,127,595
Karies-30-gaussian-blur.jpg,998,648,karies,45,257,80,289
Karies-30-gaussian-blur.jpg,998,648,karies,77,76,164,164
Karies-30-gaussian-blur.jpg,998,648,karies,895,74,969,153
Karies-30-gaussian-blur.jpg,998,648,karies,1,524,61,587
Karies-30-gaussian-blur.jpg,998,648,karies,274,384,337,503
Karies-30-gaussian-blur.jpg,998,648,karies,729,399,821,498
Karies-30-grayscale.jpg,998,648,karies,226,69,275,142
Karies-30-grayscale.jpg,998,648,karies,506,74,576,114
Karies-30-grayscale.jpg,998,648,karies,603,74,652,138
Karies-30-grayscale.jpg,998,648,karies,810,38,895,139
Karies-30-grayscale.jpg,998,648,karies,678,509,725,546
Karies-30-grayscale.jpg,998,648,karies,839,554,874,587
Karies-30-grayscale.jpg,998,648,karies,520,396,632,563
Karies-30-grayscale.jpg,998,648,karies,424,403,511,573
Karies-30-grayscale.jpg,998,648,karies,181,548,265,596
Karies-30-grayscale.jpg,998,648,karies,80,554,127,595
Karies-30-grayscale.jpg,998,648,karies,45,257,80,289
Karies-30-grayscale.jpg,998,648,karies,77,76,164,164
Karies-30-grayscale.jpg,998,648,karies,895,74,969,153
Karies-30-grayscale.jpg,998,648,karies,1,524,61,587
Karies-30-grayscale.jpg,998,648,karies,274,384,337,503
Karies-30-grayscale.jpg,998,648,karies,729,399,821,498
Karies-30-noise.jpg,998,648,karies,226,69,275,142
Karies-30-noise.jpg,998,648,karies,506,74,576,114
Karies-30-noise.jpg,998,648,karies,603,74,652,138
Karies-30-noise.jpg,998,648,karies,810,38,895,139
Karies-30-noise.jpg,998,648,karies,678,509,725,546
Karies-30-noise.jpg,998,648,karies,839,554,874,587
Karies-30-noise.jpg,998,648,karies,520,396,632,563
Karies-30-noise.jpg,998,648,karies,424,403,511,573
Karies-30-noise.jpg,998,648,karies,181,548,265,596
Karies-30-noise.jpg,998,648,karies,80,554,127,595
Karies-30-noise.jpg,998,648,karies,45,257,80,289
Karies-30-noise.jpg,998,648,karies,77,76,164,164
Karies-30-noise.jpg,998,648,karies,895,74,969,153
Karies-30-noise.jpg,998,648,karies,1,524,61,587
Karies-30-noise.jpg,998,648,karies,274,384,337,503
Karies-30-noise.jpg,998,648,karies,729,399,821,498
Karies-30-sharpen.jpg,998,648,karies,226,69,275,142
Karies-30-sharpen.jpg,998,648,karies,506,74,576,114
Karies-30-sharpen.jpg,998,648,karies,603,74,652,138
Karies-30-sharpen.jpg,998,648,karies,810,38,895,139
Karies-30-sharpen.jpg,998,648,karies,678,509,725,546
Karies-30-sharpen.jpg,998,648,karies,839,554,874,587
Karies-30-sharpen.jpg,998,648,karies,520,396,632,563
Karies-30-sharpen.jpg,998,648,karies,424,403,511,573
Karies-30-sharpen.jpg,998,648,karies,181,548,265,596
Karies-30-sharpen.jpg,998,648,karies,80,554,127,595
Karies-30-sharpen.jpg,998,648,karies,45,257,80,289
Karies-30-sharpen.jpg,998,648,karies,77,76,164,164
Karies-30-sharpen.jpg,998,648,karies,895,74,969,153
Karies-30-sharpen.jpg,998,648,karies,1,524,61,587
Karies-30-sharpen.jpg,998,648,karies,274,384,337,503
Karies-30-sharpen.jpg,998,648,karies,729,399,821,498
Karies-30.jpg,998,648,karies,226,69,275,142
Karies-30.jpg,998,648,karies,506,74,576,114
Karies-30.jpg,998,648,karies,603,74,652,138
Karies-30.jpg,998,648,karies,810,38,895,139
Karies-30.jpg,998,648,karies,678,509,725,546
Karies-30.jpg,998,648,karies,839,554,874,587
Karies-30.jpg,998,648,karies,520,396,632,563
Karies-30.jpg,998,648,karies,424,403,511,573
Karies-30.jpg,998,648,karies,181,548,265,596
Karies-30.jpg,998,648,karies,80,554,127,595
Karies-30.jpg,998,648,karies,45,257,80,289
Karies-30.jpg,998,648,karies,77,76,164,164
Karies-30.jpg,998,648,karies,895,74,969,153
Karies-30.jpg,998,648,karies,1,524,61,587
Karies-30.jpg,998,648,karies,274,384,337,503
Karies-30.jpg,998,648,karies,729,399,821,498
Karies-31-BGR.jpg,400,257,karies,64,100,85,121
Karies-31-BGR.jpg,400,257,karies,101,97,131,124
Karies-31-BGR.jpg,400,257,karies,153,92,183,111
Karies-31-BGR.jpg,400,257,karies,204,92,236,107
Karies-31-BGR.jpg,400,257,karies,257,97,281,112
Karies-31-BGR.jpg,400,257,karies,286,94,309,117
Karies-31-BGR.jpg,400,257,karies,314,97,332,110
Karies-31-BGR.jpg,400,257,karies,266,160,288,184
Karies-31-BGR.jpg,400,257,karies,137,166,161,183
Karies-31-BGR.jpg,400,257,karies,90,157,129,185
Karies-31-BGR.jpg,400,257,karies,54,162,80,181
Karies-31-BGR.jpg,400,257,karies,36,112,52,128
Karies-31-gaussian-blur.jpg,400,257,karies,64,100,85,121
Karies-31-gaussian-blur.jpg,400,257,karies,101,97,131,124
Karies-31-gaussian-blur.jpg,400,257,karies,153,92,183,111
Karies-31-gaussian-blur.jpg,400,257,karies,204,92,236,107
Karies-31-gaussian-blur.jpg,400,257,karies,257,97,281,112
Karies-31-gaussian-blur.jpg,400,257,karies,286,94,309,117
Karies-31-gaussian-blur.jpg,400,257,karies,314,97,332,110
Karies-31-gaussian-blur.jpg,400,257,karies,266,160,288,184
Karies-31-gaussian-blur.jpg,400,257,karies,137,166,161,183
Karies-31-gaussian-blur.jpg,400,257,karies,90,157,129,185
Karies-31-gaussian-blur.jpg,400,257,karies,54,162,80,181
Karies-31-gaussian-blur.jpg,400,257,karies,36,112,52,128
Karies-31-grayscale.jpg,400,257,karies,64,100,85,121
Karies-31-grayscale.jpg,400,257,karies,101,97,131,124
Karies-31-grayscale.jpg,400,257,karies,153,92,183,111
Karies-31-grayscale.jpg,400,257,karies,204,92,236,107
Karies-31-grayscale.jpg,400,257,karies,257,97,281,112
Karies-31-grayscale.jpg,400,257,karies,286,94,309,117
Karies-31-grayscale.jpg,400,257,karies,314,97,332,110
Karies-31-grayscale.jpg,400,257,karies,266,160,288,184
Karies-31-grayscale.jpg,400,257,karies,137,166,161,183
Karies-31-grayscale.jpg,400,257,karies,90,157,129,185
Karies-31-grayscale.jpg,400,257,karies,54,162,80,181
Karies-31-grayscale.jpg,400,257,karies,36,112,52,128
Karies-31-noise.jpg,400,257,karies,64,100,85,121
